,pubmed_id,ref_type,review_doi,pmc
944,12642052,included,10.1002/14651858.CD009925,
945,15198778,included,10.1002/14651858.CD009925,
946,16104673,included,10.1002/14651858.CD009925,
947,14746340,included,10.1002/14651858.CD009925,
948,12709291,included,10.1002/14651858.CD009925,
949,15512411,included,10.1002/14651858.CD009925,
950,15512290,included,10.1002/14651858.CD009925,
951,9396881,included,10.1002/14651858.CD009925,
952,9277646,included,10.1002/14651858.CD009925,
953,9052585,included,10.1002/14651858.CD009925,
954,10521748,included,10.1002/14651858.CD009925,
955,7503590,additional,10.1002/14651858.CD009925,
956,2447576,additional,10.1002/14651858.CD009925,
957,1699417,additional,10.1002/14651858.CD009925,
958,7692430,additional,10.1002/14651858.CD009925,
959,10546775,additional,10.1002/14651858.CD009925,
960,7617577,additional,10.1002/14651858.CD009925,
961,14606960,additional,10.1002/14651858.CD009925,305345.0
962,7647060,excluded,10.1002/14651858.CD009925,
963,10327138,excluded,10.1002/14651858.CD009925,
964,10505009,excluded,10.1002/14651858.CD009925,
965,8284287,excluded,10.1002/14651858.CD009925,
966,8953641,excluded,10.1002/14651858.CD009925,
967,8606718,excluded,10.1002/14651858.CD009925,
968,11506458,excluded,10.1002/14651858.CD009925,
969,9854718,excluded,10.1002/14651858.CD009925,
970,15512289,excluded,10.1002/14651858.CD009925,
971,2436476,excluded,10.1002/14651858.CD009925,
972,11489221,excluded,10.1002/14651858.CD009925,
973,16757918,excluded,10.1002/14651858.CD009925,
974,12114910,excluded,10.1002/14651858.CD009925,
975,16916050,excluded,10.1002/14651858.CD009925,
976,7485301,excluded,10.1002/14651858.CD009925,
977,8885729,excluded,10.1002/14651858.CD009925,
978,9988824,excluded,10.1002/14651858.CD009925,
979,11967511,excluded,10.1002/14651858.CD009925,
980,12769200,excluded,10.1002/14651858.CD009925,
981,11432115,excluded,10.1002/14651858.CD009925,
982,8994246,excluded,10.1002/14651858.CD009925,
983,8750293,excluded,10.1002/14651858.CD009925,
984,2971018,excluded,10.1002/14651858.CD009925,
985,7681977,excluded,10.1002/14651858.CD009925,
986,1709481,excluded,10.1002/14651858.CD009925,
987,15590454,excluded,10.1002/14651858.CD009925,
988,9556293,excluded,10.1002/14651858.CD009925,
989,15905286,excluded,10.1002/14651858.CD009925,
990,7544068,excluded,10.1002/14651858.CD009925,
991,8706425,excluded,10.1002/14651858.CD009925,
992,9023136,excluded,10.1002/14651858.CD009925,
993,9602476,excluded,10.1002/14651858.CD009925,
994,11180240,excluded,10.1002/14651858.CD009925,
995,12468159,excluded,10.1002/14651858.CD009925,
996,12636947,excluded,10.1002/14651858.CD009925,
997,12642040,excluded,10.1002/14651858.CD009925,
998,16049988,excluded,10.1002/14651858.CD009925,
999,16388325,excluded,10.1002/14651858.CD009925,
1000,7544898,excluded,10.1002/14651858.CD009925,
1001,9236646,excluded,10.1002/14651858.CD009925,
1002,7528054,excluded,10.1002/14651858.CD009925,
1003,12575025,excluded,10.1002/14651858.CD009925,
1004,15229849,excluded,10.1002/14651858.CD009925,
1005,15042005,excluded,10.1002/14651858.CD009925,
1006,12370606,excluded,10.1002/14651858.CD009925,
1007,10210119,excluded,10.1002/14651858.CD009925,
1008,2475015,excluded,10.1002/14651858.CD009925,
1009,12635737,excluded,10.1002/14651858.CD009925,
1010,7850598,excluded,10.1002/14651858.CD009925,
1011,9363213,excluded,10.1002/14651858.CD009925,
1012,8575349,excluded,10.1002/14651858.CD009925,
1013,7530490,excluded,10.1002/14651858.CD009925,
1014,1694994,excluded,10.1002/14651858.CD009925,
1015,11678558,excluded,10.1002/14651858.CD009925,
1016,2968116,excluded,10.1002/14651858.CD009925,
1017,7479592,excluded,10.1002/14651858.CD009925,
1018,12211655,excluded,10.1002/14651858.CD009925,
1019,9706649,excluded,10.1002/14651858.CD009925,
1020,1722478,excluded,10.1002/14651858.CD009925,
1021,10907617,excluded,10.1002/14651858.CD009925,
1022,12124691,excluded,10.1002/14651858.CD009925,
1023,14974113,excluded,10.1002/14651858.CD009925,
1024,7677967,excluded,10.1002/14651858.CD009925,
1025,10521822,excluded,10.1002/14651858.CD009925,
1026,14698823,excluded,10.1002/14651858.CD009925,
1027,14981387,excluded,10.1002/14651858.CD009925,
1028,12237660,excluded,10.1002/14651858.CD009925,
1029,12001192,excluded,10.1002/14651858.CD009925,
1030,17154235,excluded,10.1002/14651858.CD009925,
1031,9031840,excluded,10.1002/14651858.CD009925,
1032,12383528,excluded,10.1002/14651858.CD009925,
1033,16949423,excluded,10.1002/14651858.CD009925,
1034,9618713,excluded,10.1002/14651858.CD009925,
1035,1712100,excluded,10.1002/14651858.CD009925,
1036,7685092,excluded,10.1002/14651858.CD009925,
1037,8953638,excluded,10.1002/14651858.CD009925,
1038,11920904,excluded,10.1002/14651858.CD009925,
1039,2437951,excluded,10.1002/14651858.CD009925,
1040,2447932,excluded,10.1002/14651858.CD009925,
1041,1692234,excluded,10.1002/14651858.CD009925,
1042,8994244,excluded,10.1002/14651858.CD009925,
1043,10416964,excluded,10.1002/14651858.CD009925,
1044,10416963,excluded,10.1002/14651858.CD009925,
1045,2274489,excluded,10.1002/14651858.CD009925,
1046,15448323,excluded,10.1002/14651858.CD009925,
1047,9476319,excluded,10.1002/14651858.CD009925,
1048,10327142,excluded,10.1002/14651858.CD009925,
1049,11126167,excluded,10.1002/14651858.CD009925,
1050,10360515,excluded,10.1002/14651858.CD009925,
1051,11400939,excluded,10.1002/14651858.CD009925,
1052,7524245,excluded,10.1002/14651858.CD009925,
1053,2439909,excluded,10.1002/14651858.CD009925,
1054,2418684,excluded,10.1002/14651858.CD009925,
1055,12521697,excluded,10.1002/14651858.CD009925,
1056,9442163,excluded,10.1002/14651858.CD009925,
1057,15043467,excluded,10.1002/14651858.CD009925,
1058,8796802,excluded,10.1002/14651858.CD009925,
1059,16163740,excluded,10.1002/14651858.CD009925,
1060,16526003,excluded,10.1002/14651858.CD009925,
1061,9746377,excluded,10.1002/14651858.CD009925,
1062,9207822,excluded,10.1002/14651858.CD009925,
1063,11130099,excluded,10.1002/14651858.CD009925,
1064,9516012,excluded,10.1002/14651858.CD009925,
1065,8719150,excluded,10.1002/14651858.CD009925,
1066,15557305,excluded,10.1002/14651858.CD009925,
1067,7521964,excluded,10.1002/14651858.CD009925,
1068,11893436,excluded,10.1002/14651858.CD009925,
1069,15262353,excluded,10.1002/14651858.CD009925,
1070,15340255,excluded,10.1002/14651858.CD009925,
1071,16569298,excluded,10.1002/14651858.CD009925,
1072,16710884,excluded,10.1002/14651858.CD009925,
1073,8750292,excluded,10.1002/14651858.CD009925,
1074,11180243,excluded,10.1002/14651858.CD009925,
1075,1379344,excluded,10.1002/14651858.CD009925,
1076,8590203,excluded,10.1002/14651858.CD009925,
1077,9793970,excluded,10.1002/14651858.CD009925,
1078,16390612,excluded,10.1002/14651858.CD009925,
1079,16638584,excluded,10.1002/14651858.CD009925,
1080,7537878,excluded,10.1002/14651858.CD009925,
1081,8645653,excluded,10.1002/14651858.CD009925,
1082,8751737,excluded,10.1002/14651858.CD009925,
1083,11038452,excluded,10.1002/14651858.CD009925,
1084,12711876,excluded,10.1002/14651858.CD009925,
1085,1494541,excluded,10.1002/14651858.CD009925,
1086,2412442,excluded,10.1002/14651858.CD009925,
1087,2426637,excluded,10.1002/14651858.CD009925,
1088,8179549,excluded,10.1002/14651858.CD009925,
1089,1375379,excluded,10.1002/14651858.CD009925,
1090,10698877,excluded,10.1002/14651858.CD009925,
1091,1717638,excluded,10.1002/14651858.CD009925,
1092,10493028,excluded,10.1002/14651858.CD009925,
1093,9397608,excluded,10.1002/14651858.CD009925,
1094,9849008,excluded,10.1002/14651858.CD009925,
1095,10418204,excluded,10.1002/14651858.CD009925,
1096,12575012,excluded,10.1002/14651858.CD009925,
1097,15343592,excluded,10.1002/14651858.CD009925,
1098,12615827,excluded,10.1002/14651858.CD009925,
1099,15736183,excluded,10.1002/14651858.CD009925,
1100,14698332,excluded,10.1002/14651858.CD009925,
1101,7508624,excluded,10.1002/14651858.CD009925,
1102,15503275,excluded,10.1002/14651858.CD009925,
1103,15493716,excluded,10.1002/14651858.CD009925,
1104,9031839,excluded,10.1002/14651858.CD009925,
1105,1721715,excluded,10.1002/14651858.CD009925,
1106,8420319,excluded,10.1002/14651858.CD009925,
1107,10376859,excluded,10.1002/14651858.CD009925,
1108,9654169,excluded,10.1002/14651858.CD009925,
1109,11393125,excluded,10.1002/14651858.CD009925,
1110,12905710,excluded,10.1002/14651858.CD009925,
1111,16394033,excluded,10.1002/14651858.CD009925,
1112,10150964,excluded,10.1002/14651858.CD009925,
1113,15148450,excluded,10.1002/14651858.CD009925,
1114,7485343,excluded,10.1002/14651858.CD009925,
1115,7534448,excluded,10.1002/14651858.CD009925,
1116,9467810,excluded,10.1002/14651858.CD009925,
1117,11373844,excluded,10.1002/14651858.CD009925,
1118,16231402,excluded,10.1002/14651858.CD009925,
1119,16601476,excluded,10.1002/14651858.CD009925,
1120,8905893,excluded,10.1002/14651858.CD009925,
1121,9061761,excluded,10.1002/14651858.CD009925,
1122,9450880,excluded,10.1002/14651858.CD009925,
1123,8623793,excluded,10.1002/14651858.CD009925,
1124,16049986,excluded,10.1002/14651858.CD009925,
1125,7685088,excluded,10.1002/14651858.CD009925,
1126,9652180,excluded,10.1002/14651858.CD009925,
1127,12948096,excluded,10.1002/14651858.CD009925,
1128,16752438,excluded,10.1002/14651858.CD009925,
1129,16892462,excluded,10.1002/14651858.CD009925,
1130,9467806,excluded,10.1002/14651858.CD009925,
1131,9664604,excluded,10.1002/14651858.CD009925,
1132,10438437,excluded,10.1002/14651858.CD009925,
1133,10360516,excluded,10.1002/14651858.CD009925,
1134,10861714,excluded,10.1002/14651858.CD009925,
1135,11536266,excluded,10.1002/14651858.CD009925,
1136,8849760,excluded,10.1002/14651858.CD009925,
1137,9578511,excluded,10.1002/14651858.CD009925,
1138,16354992,excluded,10.1002/14651858.CD009925,
1139,8239901,excluded,10.1002/14651858.CD009925,
1140,10682475,excluded,10.1002/14651858.CD009925,
1141,11477806,excluded,10.1002/14651858.CD009925,
1142,9639764,excluded,10.1002/14651858.CD009925,
1143,11425838,excluded,10.1002/14651858.CD009925,
1144,12478640,excluded,10.1002/14651858.CD009925,
1145,2436735,excluded,10.1002/14651858.CD009925,
1146,2464931,excluded,10.1002/14651858.CD009925,
1147,1701526,excluded,10.1002/14651858.CD009925,
1148,7519773,excluded,10.1002/14651858.CD009925,
1149,9178313,excluded,10.1002/14651858.CD009925,
1150,1699417,excluded,10.1002/14651858.CD009925,
1151,7514291,excluded,10.1002/14651858.CD009925,
1152,8623786,excluded,10.1002/14651858.CD009925,
1153,14672489,excluded,10.1002/14651858.CD009925,
1154,11278220,excluded,10.1002/14651858.CD009925,
1155,11360284,excluded,10.1002/14651858.CD009925,
1156,11925409,excluded,10.1002/14651858.CD009925,
1157,14974121,excluded,10.1002/14651858.CD009925,
1158,16231324,excluded,10.1002/14651858.CD009925,
1159,8796771,excluded,10.1002/14651858.CD009925,
1160,11901067,excluded,10.1002/14651858.CD009925,
1161,6201071,excluded,10.1002/14651858.CD009925,
1162,16240256,excluded,10.1002/14651858.CD009925,
1163,11440550,excluded,10.1002/14651858.CD009925,
1164,11896942,excluded,10.1002/14651858.CD009925,
1165,10426620,excluded,10.1002/14651858.CD009925,
1166,1710067,excluded,10.1002/14651858.CD009925,
1167,2475017,excluded,10.1002/14651858.CD009925,
1168,12491624,excluded,10.1002/14651858.CD009925,
1169,10962045,excluded,10.1002/14651858.CD009925,
1170,7518896,excluded,10.1002/14651858.CD009925,
1171,7971765,excluded,10.1002/14651858.CD009925,
1172,9031838,excluded,10.1002/14651858.CD009925,
1173,10589070,excluded,10.1002/14651858.CD009925,
1174,12424764,excluded,10.1002/14651858.CD009925,
1175,12378579,excluded,10.1002/14651858.CD009925,
1176,14691995,excluded,10.1002/14651858.CD009925,
1177,11019603,excluded,10.1002/14651858.CD009925,
1178,2424639,excluded,10.1002/14651858.CD009925,
1179,2151560,excluded,10.1002/14651858.CD009925,
1180,8994247,excluded,10.1002/14651858.CD009925,
1181,8821849,excluded,10.1002/14651858.CD009925,
1182,15161720,excluded,10.1002/14651858.CD009925,
1183,1503647,excluded,10.1002/14651858.CD009925,
1184,15295343,excluded,10.1002/14651858.CD009925,
1185,15844559,excluded,10.1002/14651858.CD009925,
1186,16149258,excluded,10.1002/14651858.CD009925,
1187,16363364,excluded,10.1002/14651858.CD009925,
1188,16018135,excluded,10.1002/14651858.CD009925,
1189,16013176,excluded,10.1002/14651858.CD009925,
1190,11730770,excluded,10.1002/14651858.CD009925,
1191,11920889,excluded,10.1002/14651858.CD009925,
1192,12842057,excluded,10.1002/14651858.CD009925,
1193,9197882,excluded,10.1002/14651858.CD009925,
1194,1689225,excluded,10.1002/14651858.CD009925,
1195,1438070,excluded,10.1002/14651858.CD009925,
1196,9409857,excluded,10.1002/14651858.CD009925,
1197,9052584,excluded,10.1002/14651858.CD009925,
1198,15572481,excluded,10.1002/14651858.CD009925,
1199,10589060,excluded,10.1002/14651858.CD009925,
1200,2467833,excluded,10.1002/14651858.CD009925,
1201,8878280,excluded,10.1002/14651858.CD009925,
1202,9793980,excluded,10.1002/14651858.CD009925,
1203,11152330,excluded,10.1002/14651858.CD009925,
1204,12210583,excluded,10.1002/14651858.CD009925,
1205,9866951,excluded,10.1002/14651858.CD009925,
1206,2467563,excluded,10.1002/14651858.CD009925,
1207,7682315,excluded,10.1002/14651858.CD009925,
1208,7514290,excluded,10.1002/14651858.CD009925,
1209,8861045,excluded,10.1002/14651858.CD009925,
1210,15961547,excluded,10.1002/14651858.CD009925,
1211,11728495,excluded,10.1002/14651858.CD009925,
1212,8058241,excluded,10.1002/14651858.CD009925,
1213,7540431,excluded,10.1002/14651858.CD009925,
1214,11844168,excluded,10.1002/14651858.CD009925,
1215,15816008,excluded,10.1002/14651858.CD009925,
1216,10916570,excluded,10.1002/14651858.CD009925,
1217,11870138,excluded,10.1002/14651858.CD009925,
1218,9801929,excluded,10.1002/14651858.CD009925,
1219,10730073,excluded,10.1002/14651858.CD009925,
1220,2531546,excluded,10.1002/14651858.CD009925,
1221,1379701,excluded,10.1002/14651858.CD009925,
1222,14620889,excluded,10.1002/14651858.CD009925,
1223,15458882,excluded,10.1002/14651858.CD009925,
1224,8537858,excluded,10.1002/14651858.CD009925,
1225,12378577,excluded,10.1002/14651858.CD009925,
1226,14723746,excluded,10.1002/14651858.CD009925,
1227,9688417,excluded,10.1002/14651858.CD009925,
1228,10719325,excluded,10.1002/14651858.CD009925,
1229,11821299,excluded,10.1002/14651858.CD009925,
1230,15027009,excluded,10.1002/14651858.CD009925,
1231,9572446,excluded,10.1002/14651858.CD009925,
1232,2151180,excluded,10.1002/14651858.CD009925,
1233,9166801,excluded,10.1002/14651858.CD009925,
1234,8821850,excluded,10.1002/14651858.CD009925,
1235,15791658,excluded,10.1002/14651858.CD009925,
1236,7612531,excluded,10.1002/14651858.CD009925,
1237,1713290,excluded,10.1002/14651858.CD009925,
1238,12868091,excluded,10.1002/14651858.CD009925,
1239,9086517,excluded,10.1002/14651858.CD009925,
1240,8623792,excluded,10.1002/14651858.CD009925,
1241,9987687,excluded,10.1002/14651858.CD009925,
1242,16723105,excluded,10.1002/14651858.CD009925,
1243,12378572,excluded,10.1002/14651858.CD009925,
1244,1377388,excluded,10.1002/14651858.CD009925,
1245,11494290,excluded,10.1002/14651858.CD009925,
1246,14618657,excluded,10.1002/14651858.CD009925,
1247,9369838,excluded,10.1002/14651858.CD009925,
1248,11844204,excluded,10.1002/14651858.CD009925,
1249,9351405,excluded,10.1002/14651858.CD009925,
1250,15912479,excluded,10.1002/14651858.CD009925,
1251,8968237,excluded,10.1002/14651858.CD009925,
1252,8372077,excluded,10.1002/14651858.CD009925,
1253,17042034,excluded,10.1002/14651858.CD009925,
1254,9556045,excluded,10.1002/14651858.CD009925,
1255,7677679,excluded,10.1002/14651858.CD009925,
1256,8529948,excluded,10.1002/14651858.CD009925,
1257,12575027,excluded,10.1002/14651858.CD009925,
1258,2470844,excluded,10.1002/14651858.CD009925,
1259,12913867,excluded,10.1002/14651858.CD009925,
1260,2428249,excluded,10.1002/14651858.CD009925,
1261,10426638,excluded,10.1002/14651858.CD009925,
1262,11209176,excluded,10.1002/14651858.CD009925,
1263,8579773,excluded,10.1002/14651858.CD009925,
1264,10204206,excluded,10.1002/14651858.CD009925,
1265,16601335,excluded,10.1002/14651858.CD009925,
1266,9790381,excluded,10.1002/14651858.CD009925,
1267,12858295,excluded,10.1002/14651858.CD009925,
1268,2408699,excluded,10.1002/14651858.CD009925,
1269,1710952,excluded,10.1002/14651858.CD009925,
1270,1831336,excluded,10.1002/14651858.CD009925,
1271,1280026,excluded,10.1002/14651858.CD009925,
1272,7693095,excluded,10.1002/14651858.CD009925,
1273,7684957,excluded,10.1002/14651858.CD009925,
1274,8466163,excluded,10.1002/14651858.CD009925,
1275,7691041,excluded,10.1002/14651858.CD009925,
1276,7678369,excluded,10.1002/14651858.CD009925,
1277,7537879,excluded,10.1002/14651858.CD009925,
1278,8994245,excluded,10.1002/14651858.CD009925,
1279,9203211,excluded,10.1002/14651858.CD009925,
1280,9556039,excluded,10.1002/14651858.CD009925,
1281,9799767,excluded,10.1002/14651858.CD009925,
1282,10609723,excluded,10.1002/14651858.CD009925,
1283,10370769,excluded,10.1002/14651858.CD009925,
1284,10740204,excluded,10.1002/14651858.CD009925,
1285,10694680,excluded,10.1002/14651858.CD009925,
1286,10589062,excluded,10.1002/14651858.CD009925,
1287,11038455,excluded,10.1002/14651858.CD009925,
1288,10951475,excluded,10.1002/14651858.CD009925,
1289,10861715,excluded,10.1002/14651858.CD009925,
1290,10820406,excluded,10.1002/14651858.CD009925,
1291,10951476,excluded,10.1002/14651858.CD009925,
1292,10951481,excluded,10.1002/14651858.CD009925,
1293,11702835,excluded,10.1002/14651858.CD009925,
1294,11559905,excluded,10.1002/14651858.CD009925,
1295,11438945,excluded,10.1002/14651858.CD009925,
1296,11288115,excluded,10.1002/14651858.CD009925,
1297,11559904,excluded,10.1002/14651858.CD009925,
1298,12378569,excluded,10.1002/14651858.CD009925,
1299,11920903,excluded,10.1002/14651858.CD009925,
1300,12378574,excluded,10.1002/14651858.CD009925,
1301,12564838,excluded,10.1002/14651858.CD009925,
1302,12803832,excluded,10.1002/14651858.CD009925,
1303,12662405,excluded,10.1002/14651858.CD009925,
1304,14558032,excluded,10.1002/14651858.CD009925,
1305,15057947,excluded,10.1002/14651858.CD009925,
1306,16088864,excluded,10.1002/14651858.CD009925,
1307,15906426,excluded,10.1002/14651858.CD009925,
1308,15802030,excluded,10.1002/14651858.CD009925,
1309,10327139,excluded,10.1002/14651858.CD009925,
1310,11810642,excluded,10.1002/14651858.CD009925,
1311,7552826,excluded,10.1002/14651858.CD009925,
1312,1694288,excluded,10.1002/14651858.CD009925,
1313,14561260,excluded,10.1002/14651858.CD009925,
1314,12798540,excluded,10.1002/14651858.CD009925,
1315,16088196,excluded,10.1002/14651858.CD009925,
1316,15057952,excluded,10.1002/14651858.CD009925,
1317,2441737,excluded,10.1002/14651858.CD009925,
1318,10406664,excluded,10.1002/14651858.CD009925,
1319,9744055,excluded,10.1002/14651858.CD009925,
1320,10341398,excluded,10.1002/14651858.CD009925,
1321,9064624,excluded,10.1002/14651858.CD009925,
1322,11432311,excluded,10.1002/14651858.CD009925,
1323,8783867,excluded,10.1002/14651858.CD009925,
1324,1287642,excluded,10.1002/14651858.CD009925,
1325,16519623,excluded,10.1002/14651858.CD009925,
1326,1829379,excluded,10.1002/14651858.CD009925,
1327,8177831,excluded,10.1002/14651858.CD009925,
1328,8164921,excluded,10.1002/14651858.CD009925,
1329,2423942,excluded,10.1002/14651858.CD009925,
1330,2476703,excluded,10.1002/14651858.CD009925,
1331,12738148,excluded,10.1002/14651858.CD009925,
1332,2460174,excluded,10.1002/14651858.CD009925,
1333,2454652,excluded,10.1002/14651858.CD009925,
1334,1716981,excluded,10.1002/14651858.CD009925,
1335,1382768,excluded,10.1002/14651858.CD009925,
1336,1372176,excluded,10.1002/14651858.CD009925,
1337,1372820,excluded,10.1002/14651858.CD009925,
1338,7687460,excluded,10.1002/14651858.CD009925,
1339,7527538,excluded,10.1002/14651858.CD009925,
1340,8790499,excluded,10.1002/14651858.CD009925,
1341,8878278,excluded,10.1002/14651858.CD009925,
1342,8624312,excluded,10.1002/14651858.CD009925,
1343,8938061,excluded,10.1002/14651858.CD009925,
1344,8650125,excluded,10.1002/14651858.CD009925,
1345,9316126,excluded,10.1002/14651858.CD009925,
1346,9556047,excluded,10.1002/14651858.CD009925,
1347,10419619,excluded,10.1002/14651858.CD009925,
1348,10416965,excluded,10.1002/14651858.CD009925,
1349,10609726,excluded,10.1002/14651858.CD009925,
1350,10441601,excluded,10.1002/14651858.CD009925,
1351,12868090,excluded,10.1002/14651858.CD009925,
1352,12642052,excluded,10.1002/14651858.CD009925,
1353,16821246,excluded,10.1002/14651858.CD009925,
1354,7955459,excluded,10.1002/14651858.CD009925,
1355,9255088,excluded,10.1002/14651858.CD009925,
1356,8878277,excluded,10.1002/14651858.CD009925,
1357,8938062,excluded,10.1002/14651858.CD009925,
1358,11559906,excluded,10.1002/14651858.CD009925,
1359,15164407,excluded,10.1002/14651858.CD009925,
1360,8155202,excluded,10.1002/14651858.CD009925,
1361,7694460,excluded,10.1002/14651858.CD009925,
1362,7485341,excluded,10.1002/14651858.CD009925,
1363,7485339,excluded,10.1002/14651858.CD009925,
1364,9918086,excluded,10.1002/14651858.CD009925,
1365,10492104,excluded,10.1002/14651858.CD009925,
1366,7525508,excluded,10.1002/14651858.CD009925,
1367,11494292,excluded,10.1002/14651858.CD009925,
1368,12937342,excluded,10.1002/14651858.CD009925,
1369,16634118,excluded,10.1002/14651858.CD009925,
1370,9465800,excluded,10.1002/14651858.CD009925,
1371,11762654,excluded,10.1002/14651858.CD009925,
1372,11679535,excluded,10.1002/14651858.CD009925,
1373,11165209,excluded,10.1002/14651858.CD009925,
1374,11746159,excluded,10.1002/14651858.CD009925,
1375,10932977,excluded,10.1002/14651858.CD009925,
1376,1721713,excluded,10.1002/14651858.CD009925,
1377,16239650,excluded,10.1002/14651858.CD009925,
1378,12798476,excluded,10.1002/14651858.CD009925,
1379,18937292,included,10.1002/14651858.CD009944.pub2,
1380,2040468,included,10.1002/14651858.CD009944.pub2,
1381,9831834,included,10.1002/14651858.CD009944.pub2,
1382,18080789,included,10.1002/14651858.CD009944.pub2,
1383,17054580,included,10.1002/14651858.CD009944.pub2,
1384,17048994,included,10.1002/14651858.CD009944.pub2,
1385,17903735,included,10.1002/14651858.CD009944.pub2,
1386,17357856,included,10.1002/14651858.CD009944.pub2,
1387,15114303,included,10.1002/14651858.CD009944.pub2,
1388,18774355,included,10.1002/14651858.CD009944.pub2,
1389,21725509,included,10.1002/14651858.CD009944.pub2,
1390,1924784,included,10.1002/14651858.CD009944.pub2,
1391,8417483,included,10.1002/14651858.CD009944.pub2,
1392,1463259,included,10.1002/14651858.CD009944.pub2,
1393,12352295,included,10.1002/14651858.CD009944.pub2,
1394,20652857,included,10.1002/14651858.CD009944.pub2,
1395,10556006,included,10.1002/14651858.CD009944.pub2,
1396,8491133,included,10.1002/14651858.CD009944.pub2,
1397,8875868,included,10.1002/14651858.CD009944.pub2,
1398,21940574,included,10.1002/14651858.CD009944.pub2,
1399,16446988,included,10.1002/14651858.CD009944.pub2,
1400,22166314,included,10.1002/14651858.CD009944.pub2,
1401,8519241,included,10.1002/14651858.CD009944.pub2,
1402,14752188,included,10.1002/14651858.CD009944.pub2,
1403,9245881,included,10.1002/14651858.CD009944.pub2,
1404,18337043,included,10.1002/14651858.CD009944.pub2,
1405,12471541,included,10.1002/14651858.CD009944.pub2,
1406,9786108,included,10.1002/14651858.CD009944.pub2,
1407,14752658,included,10.1002/14651858.CD009944.pub2,
1408,20370729,included,10.1002/14651858.CD009944.pub2,
1409,17963876,included,10.1002/14651858.CD009944.pub2,
1410,20074167,included,10.1002/14651858.CD009944.pub2,
1411,22528672,included,10.1002/14651858.CD009944.pub2,
1412,18251793,included,10.1002/14651858.CD009944.pub2,
1413,10855851,included,10.1002/14651858.CD009944.pub2,
1414,8799392,included,10.1002/14651858.CD009944.pub2,
1415,19077733,included,10.1002/14651858.CD009944.pub2,
1416,3070801,included,10.1002/14651858.CD009944.pub2,
1417,10445558,included,10.1002/14651858.CD009944.pub2,
1418,10502181,included,10.1002/14651858.CD009944.pub2,
1419,10486372,included,10.1002/14651858.CD009944.pub2,
1420,20734082,included,10.1002/14651858.CD009944.pub2,
1421,10408157,included,10.1002/14651858.CD009944.pub2,
1422,18404697,included,10.1002/14651858.CD009944.pub2,
1423,16121346,included,10.1002/14651858.CD009944.pub2,
1424,8688702,included,10.1002/14651858.CD009944.pub2,
1425,15243885,included,10.1002/14651858.CD009944.pub2,
1426,16817044,included,10.1002/14651858.CD009944.pub2,
1427,20617861,included,10.1002/14651858.CD009944.pub2,
1428,1871669,included,10.1002/14651858.CD009944.pub2,
1429,7712983,included,10.1002/14651858.CD009944.pub2,
1430,15229425,included,10.1002/14651858.CD009944.pub2,
1431,17465457,included,10.1002/14651858.CD009944.pub2,
1432,2678255,included,10.1002/14651858.CD009944.pub2,
1433,16440415,included,10.1002/14651858.CD009944.pub2,
1434,10919057,included,10.1002/14651858.CD009944.pub2,
1435,9755399,included,10.1002/14651858.CD009944.pub2,
1436,11080410,included,10.1002/14651858.CD009944.pub2,
1437,12532442,included,10.1002/14651858.CD009944.pub2,
1438,9378206,included,10.1002/14651858.CD009944.pub2,
1439,10026321,included,10.1002/14651858.CD009944.pub2,
1440,15688103,included,10.1002/14651858.CD009944.pub2,
1441,21824594,included,10.1002/14651858.CD009944.pub2,
1442,8504959,included,10.1002/14651858.CD009944.pub2,
1443,24649231,awaiting,10.1002/14651858.CD009944.pub2,3915684.0
1444,24783909,awaiting,10.1002/14651858.CD009944.pub2,4272487.0
1445,25283742,awaiting,10.1002/14651858.CD009944.pub2,
1446,12016428,additional,10.1002/14651858.CD009944.pub2,
1447,15258077,additional,10.1002/14651858.CD009944.pub2,
1448,16085191,additional,10.1002/14651858.CD009944.pub2,
1449,15621988,additional,10.1002/14651858.CD009944.pub2,
1450,21842456,additional,10.1002/14651858.CD009944.pub2,
1451,21351269,additional,10.1002/14651858.CD009944.pub2,
1452,22066108,additional,10.1002/14651858.CD009944.pub2,3204564.0
1453,19208372,additional,10.1002/14651858.CD009944.pub2,
1454,19264188,additional,10.1002/14651858.CD009944.pub2,
1455,22015001,additional,10.1002/14651858.CD009944.pub2,
1456,18953815,additional,10.1002/14651858.CD009944.pub2,
1457,16778609,additional,10.1002/14651858.CD009944.pub2,
1458,19454457,additional,10.1002/14651858.CD009944.pub2,
1459,20610543,additional,10.1002/14651858.CD009944.pub2,
1460,17560516,additional,10.1002/14651858.CD009944.pub2,
1461,20827183,additional,10.1002/14651858.CD009944.pub2,
1462,22195238,additional,10.1002/14651858.CD009944.pub2,3240783.0
1463,21830400,additional,10.1002/14651858.CD009944.pub2,
1464,11559651,additional,10.1002/14651858.CD009944.pub2,
1465,15785907,additional,10.1002/14651858.CD009944.pub2,
1466,20226612,additional,10.1002/14651858.CD009944.pub2,
1467,16251394,additional,10.1002/14651858.CD009944.pub2,
1468,17513817,additional,10.1002/14651858.CD009944.pub2,
1469,18564110,additional,10.1002/14651858.CD009944.pub2,
1470,19390927,additional,10.1002/14651858.CD009944.pub2,
1471,19075208,additional,10.1002/14651858.CD009944.pub2,
1472,18926098,additional,10.1002/14651858.CD009944.pub2,
1473,21444080,additional,10.1002/14651858.CD009944.pub2,
1474,21458402,additional,10.1002/14651858.CD009944.pub2,
